,carat,cut,cut_ord,color,clarity,clarity_ord,Predicted Price,Regression Variables,,,
943,0.35,Premium,4,I,VS1,4,5392.95,,,,
944,0.34,Ideal,5,D,SI1,3,5012.92,,,,
945,0.6,Ideal,5,G,VS1,4,7654.3,,,,
946,0.41,Premium,4,I,VVS2,6,6805.73,,,,
947,1.01,Fair,1,G,VS1,4,10471.23,,,,
948,0.54,Ideal,5,H,VVS1,7,8511.52,,,,
949,1.01,Premium,4,E,SI2,2,10037.53,,,,
950,0.3,Ideal,5,H,VVS1,7,6492.4,,,,
951,1.06,Premium,4,F,I1,1,10004.18,,,,
952,0.7,Very Good,3,F,VS2,5,8633.4,,,,
953,1.53,Very Good,3,F,SI1,3,14708.19,,,,
954,0.82,Very Good,3,D,SI1,3,8734.96,,,,
955,0.32,Ideal,5,G,VVS1,7,6660.66,,,,
956,0.27,Very Good,3,F,VS1,4,4561.81,,,,
957,0.8,Ideal,5,F,VS2,5,9790.9,,,,
958,1.11,Ideal,5,G,VS1,4,11944.93,,,,
959,0.71,Premium,4,G,VS2,5,8875.63,,,,
960,0.61,Very Good,3,F,SI2,2,6514.23,,,,
961,1.31,Very Good,3,F,VS1,4,13311.33,,,,
962,0.71,Very Good,3,G,SI1,3,7809.53,,,,
963,0.9,Premium,4,E,SI2,2,9112.1,,,,
964,0.9,Premium,4,E,VS2,5,10474.1,,,,
965,0.74,Ideal,5,E,VS2,5,9286.12,,,,
966,0.3,Good,2,I,VS1,4,4656.1,,,,
967,1,Very Good,3,F,VS1,4,10703.3,,,,
968,0.3,Ideal,5,E,VS2,5,5584.4,,,,
969,0.39,Good,2,E,VVS2,6,6321.27,,,,
970,0.51,Premium,4,F,SI1,3,6285.03,,,,
971,0.81,Ideal,5,E,SI2,2,8513.03,,,,
972,1.62,Ideal,5,I,VS2,5,16689.56,,,,
973,1.62,Premium,4,F,SI2,2,15169.46,,,,
974,0.57,Very Good,3,E,VS2,5,7539.71,,,,
975,0.33,Ideal,5,G,VVS1,7,6744.79,,,,
976,0.42,Ideal,5,E,VS2,5,6593.96,,,,
977,1.51,Premium,4,J,VS2,5,15606.03,,,,
978,0.31,Ideal,5,D,VS2,5,5668.53,,,,
979,1.01,Very Good,3,G,SI1,3,10333.43,,,,
980,0.41,Good,2,E,VVS1,7,6943.53,,,,
981,0.7,Premium,4,F,SI1,3,7883.5,,,,
982,0.9,Good,2,H,SI2,2,8795.9,,,,
983,1.75,Good,2,D,SI1,3,16400.95,,,,
984,0.36,Ideal,5,F,SI1,3,5181.18,,,,
985,0.31,Ideal,5,F,IF,8,7030.53,,,,
986,0.8,Very Good,3,D,SI1,3,8566.7,,,,
987,0.32,Good,2,E,VS1,4,4824.36,,,,
988,1.01,Good,2,F,VS2,5,11083.33,,,,
989,0.72,Premium,4,I,SI1,3,8051.76,,,,
990,0.71,Very Good,3,G,VS2,5,8717.53,,,,
991,1.09,Ideal,5,E,SI2,2,10868.67,,,,
992,0.63,Very Good,3,G,VS1,4,7590.49,,,,
993,0.51,Ideal,5,D,VS1,4,6897.13,,,,
994,1.01,Very Good,3,G,VS2,5,11241.43,,,,
995,1.59,Premium,4,H,SI2,2,14917.07,,,,
996,0.54,Premium,4,F,VS1,4,6991.42,,,,
997,0.28,Very Good,3,G,VVS2,6,5553.94,,,,
998,0.54,Very Good,3,G,VVS1,7,8195.32,,,,
999,1.52,Ideal,5,H,SI1,3,14940.26,,,,
1000,1.13,Ideal,5,I,VS2,5,12567.19,,,,
1001,1.07,Ideal,5,G,VS2,5,12062.41,,,,
1002,0.31,Ideal,5,H,VS2,5,5668.53,,,,
1003,0.7,Ideal,5,G,VS2,5,8949.6,,,,
1004,0.33,Ideal,5,H,VVS1,7,6744.79,,,,
1005,1.65,Fair,1,J,SI1,3,15401.55,,,,
1006,0.54,Ideal,5,G,VVS2,6,8057.52,,,,
1007,0.71,Very Good,3,F,VS2,5,8717.53,,,,
1008,0.7,Very Good,3,G,VS2,5,8633.4,,,,
1009,2.05,Premium,4,H,VS2,5,20149.05,,,,
1010,1,Good,2,G,SI1,3,10091.2,,,,
1011,1.65,Ideal,5,G,VS2,5,16941.95,,,,
1012,0.37,Good,2,H,VS2,5,5699.01,,,,
1013,1.15,Premium,4,E,SI2,2,11215.35,,,,
1014,0.57,Ideal,5,H,VS2,5,7855.91,,,,
1015,0.72,Very Good,3,J,SI1,3,7893.66,,,,
1016,0.71,Ideal,5,D,SI1,3,8125.73,,,,
1017,0.7,Very Good,3,F,SI1,3,7725.4,,,,
1018,1.38,Very Good,3,F,VS1,4,13900.24,,,,
1019,0.73,Ideal,5,E,VVS2,6,9655.99,,,,
1020,0.39,Very Good,3,E,VVS2,6,6479.37,,,,
1021,2.14,Premium,4,D,SI2,2,19544.22,,,,
1022,1.12,Very Good,3,E,VS2,5,12166.86,,,,
1023,0.36,Very Good,3,D,SI1,3,4864.98,,,,
1024,0.42,Very Good,3,D,VS1,4,5823.76,,,,
1025,0.5,Ideal,5,I,SI1,3,6359,,,,
1026,2,Premium,4,J,VS2,5,19728.4,,,,
1027,0.3,Premium,4,F,VS2,5,5426.3,,,,
1028,1.35,Premium,4,H,VS1,4,13805.95,,,,
1029,1.57,Premium,4,G,SI1,3,15202.81,,,,
1030,0.31,Premium,4,G,VS2,5,5510.43,,,,
1031,0.33,Premium,4,E,VS2,5,5678.69,,,,
1032,1.02,Premium,4,H,SI1,3,10575.66,,,,
1033,1.01,Premium,4,G,VS2,5,11399.53,,,,
1034,0.83,Ideal,5,H,SI2,2,8681.29,,,,
1035,0.43,Very Good,3,G,SI1,3,5453.89,,,,
1036,1.2,Premium,4,H,SI2,2,11636,,,,
1037,1.01,Ideal,5,E,VS2,5,11557.63,,,,
1038,1.23,Ideal,5,I,SI2,2,12046.49,,,,
1039,0.53,Ideal,5,I,SI1,3,6611.39,,,,
1040,1,Ideal,5,H,SI2,2,10111.5,,,,
1041,0.4,Very Good,3,E,IF,8,7471.5,,,,
1042,0.71,Premium,4,J,VVS2,6,9329.63,,,,
1043,1.33,Very Good,3,H,SI2,2,12571.59,,,,
1044,0.43,Very Good,3,G,SI2,2,4999.89,,,,
1045,0.31,Very Good,3,G,VS1,4,4898.33,,,,
1046,1.21,Ideal,5,J,SI1,3,12332.23,,,,
1047,1.55,Premium,4,I,VS2,5,15942.55,,,,
1048,0.8,Ideal,5,F,VS2,5,9790.9,,,,
1049,0.71,Good,2,I,SI1,3,7651.43,,,,
1050,0.46,Fair,1,G,VS2,5,6298.08,,,,
1051,0.3,Ideal,5,I,SI1,3,4676.4,,,,
1052,1.21,Good,2,J,VVS2,6,13219.93,,,,
1053,2.14,Ideal,5,I,SI2,2,19702.32,,,,
1054,0.7,Good,2,I,SI2,2,7113.3,,,,
1055,1.03,Ideal,5,H,SI1,3,10817.89,,,,
1056,1.06,Very Good,3,E,SI1,3,10754.08,,,,
1057,1.41,Ideal,5,J,VS1,4,14468.83,,,,
1058,0.3,Premium,4,H,VS1,4,4972.3,,,,
1059,0.79,Very Good,3,I,SI1,3,8482.57,,,,
1060,0.37,Good,2,H,SI1,3,4791.01,,,,
1061,0.62,Premium,4,G,SI1,3,7210.46,,,,
1062,0.7,Very Good,3,I,VS2,5,8633.4,,,,
1063,0.39,Very Good,3,E,VVS2,6,6479.37,,,,
1064,1.12,Premium,4,G,VVS2,6,12778.96,,,,
1065,1.14,Very Good,3,E,IF,8,13697.12,,,,
1066,0.9,Ideal,5,H,VS1,4,10178.2,,,,
1067,0.5,Very Good,3,D,SI2,2,5588.8,,,,
1068,0.75,Ideal,5,D,SI2,2,8008.25,,,,
1069,0.38,Ideal,5,F,VVS2,6,6711.44,,,,
1070,1.07,Good,2,J,VS2,5,11588.11,,,,
1071,0.34,Very Good,3,D,SI2,2,4242.72,,,,
1072,1.25,Ideal,5,E,SI2,2,12214.75,,,,
1073,0.9,Fair,1,F,SI1,3,9091.8,,,,
1074,2.74,Very Good,3,J,SI2,2,24433.92,,,,
1075,0.71,Very Good,3,E,VS2,5,8717.53,,,,
1076,0.33,Ideal,5,G,VS1,4,5382.79,,,,
1077,0.91,Very Good,3,H,VS2,5,10400.13,,,,
1078,0.33,Very Good,3,G,VVS2,6,5974.59,,,,
1079,0.4,Very Good,3,E,SI1,3,5201.5,,,,
1080,1.11,Premium,4,F,SI1,3,11332.83,,,,
1081,0.24,Good,2,F,VVS1,7,5513.32,,,,
1082,1.01,Very Good,3,G,SI1,3,10333.43,,,,
1083,0.31,Very Good,3,H,VS1,4,4898.33,,,,
1084,0.34,Very Good,3,F,VVS2,6,6058.72,,,,
1085,0.64,Ideal,5,E,VS1,4,7990.82,,,,
1086,1.01,Very Good,3,F,SI2,2,9879.43,,,,
1087,0.7,Very Good,3,F,SI1,3,7725.4,,,,
1088,1.11,Very Good,3,J,SI1,3,11174.73,,,,
1089,0.7,Very Good,3,E,VS1,4,8179.4,,,,
1090,0.43,Ideal,5,G,VS1,4,6224.09,,,,
1091,0.91,Ideal,5,G,VS1,4,10262.33,,,,
1092,0.94,Very Good,3,D,SI2,2,9290.52,,,,
1093,0.3,Premium,4,G,IF,8,6788.3,,,,
1094,0.31,Ideal,5,D,VS2,5,5668.53,,,,
1095,1.51,Very Good,3,G,VS2,5,15447.93,,,,
1096,1.04,Premium,4,D,VS1,4,11197.92,,,,
1097,0.38,Ideal,5,H,VS1,4,5803.44,,,,
1098,1.01,Good,2,F,VS2,5,11083.33,,,,
1099,0.5,Fair,1,G,VS1,4,6180.6,,,,
1100,0.52,Ideal,5,G,SI2,2,6073.26,,,,
1101,1.05,Ideal,5,J,VS1,4,11440.15,,,,
1102,1.54,Ideal,5,G,VVS2,6,16470.52,,,,
1103,1,Premium,4,I,VS1,4,10861.4,,,,
1104,1.52,Very Good,3,H,SI1,3,14624.06,,,,
1105,1.12,Very Good,3,F,SI1,3,11258.86,,,,
1106,0.73,Ideal,5,G,VS1,4,8747.99,,,,
1107,1.08,Good,2,G,SI2,2,10310.24,,,,
1108,0.36,Ideal,5,F,VS2,5,6089.18,,,,
1109,1.01,Ideal,5,F,VS1,4,11103.63,,,,
1110,0.55,Ideal,5,H,SI1,3,6779.65,,,,
1111,0.9,Good,2,G,VS2,5,10157.9,,,,
1112,0.43,Ideal,5,G,VVS1,7,7586.09,,,,
1113,0.54,Ideal,5,I,SI2,2,6241.52,,,,
1114,0.6,Premium,4,E,SI1,3,7042.2,,,,
1115,1.2,Premium,4,H,SI1,3,12090,,,,
1116,0.53,Good,2,F,VVS2,6,7499.09,,,,
1117,3.01,Fair,1,H,I1,1,25935.23,,,,
1118,0.58,Ideal,5,H,SI1,3,7032.04,,,,
1119,0.63,Ideal,5,D,SI1,3,7452.69,,,,
1120,0.52,Premium,4,I,VVS1,7,8185.16,,,,
1121,1.07,Very Good,3,G,VS1,4,11292.21,,,,
1122,0.3,Very Good,3,G,VVS1,7,6176.2,,,,
1123,1.13,Good,2,F,SI2,2,10730.89,,,,
1124,0.51,Good,2,H,VS2,5,6876.83,,,,
1125,0.23,Good,2,E,VVS2,6,4975.19,,,,
1126,0.46,Ideal,5,E,VVS1,7,7838.48,,,,
1127,0.33,Ideal,5,E,SI1,3,4928.79,,,,
1128,2.05,Premium,4,E,SI2,2,18787.05,,,,
1129,0.3,Very Good,3,H,VS1,4,4814.2,,,,
1130,0.69,Fair,1,G,VS1,4,7779.07,,,,
1131,0.3,Ideal,5,F,IF,8,6946.4,,,,
1132,0.41,Ideal,5,D,SI2,2,5147.83,,,,
1133,0.9,Ideal,5,G,SI2,2,9270.2,,,,
1134,0.41,Premium,4,F,VS1,4,5897.73,,,,
1135,1.01,Very Good,3,E,VS2,5,11241.43,,,,
1136,0.57,Very Good,3,G,SI1,3,6631.71,,,,
1137,1.22,Very Good,3,H,VS1,4,12554.16,,,,
1138,0.31,Premium,4,F,I1,1,3694.43,,,,
1139,0.73,Ideal,5,E,VS2,5,9201.99,,,,
1140,0.53,Ideal,5,G,VS2,5,7519.39,,,,
1141,0.3,Very Good,3,D,VS2,5,5268.2,,,,
1142,0.53,Very Good,3,D,VS1,4,6749.19,,,,
1143,0.71,Very Good,3,H,SI1,3,7809.53,,,,
1144,0.54,Premium,4,E,VS2,5,7445.42,,,,
1145,0.41,Premium,4,E,VS1,4,5897.73,,,,
1146,0.9,Ideal,5,E,SI2,2,9270.2,,,,
1147,1.03,Very Good,3,F,SI2,2,10047.69,,,,
1148,1.08,Premium,4,F,SI1,3,11080.44,,,,
1149,0.32,Premium,4,D,VVS1,7,6502.56,,,,
1150,0.43,Good,2,E,SI1,3,5295.79,,,,
1151,0.7,Ideal,5,H,SI1,3,8041.6,,,,
1152,0.74,Ideal,5,F,VVS1,7,10194.12,,,,
1153,1.5,Premium,4,G,VVS2,6,15975.9,,,,
1154,0.34,Ideal,5,F,VVS1,7,6828.92,,,,
1155,0.57,Ideal,5,G,VS1,4,7401.91,,,,
1156,1,Good,2,F,SI1,3,10091.2,,,,
1157,0.7,Ideal,5,F,VS2,5,8949.6,,,,
1158,1.01,Ideal,5,E,SI1,3,10649.63,,,,
1159,0.25,Premium,4,H,VVS1,7,5913.65,,,,
1160,0.53,Ideal,5,E,VVS1,7,8427.39,,,,
1161,0.96,Very Good,3,E,VS2,5,10820.78,,,,
1162,1.25,Ideal,5,H,VS2,5,13576.75,,,,
1163,0.73,Ideal,5,E,SI2,2,7839.99,,,,
1164,0.34,Very Good,3,E,SI1,3,4696.72,,,,
1165,0.74,Premium,4,D,SI1,3,8220.02,,,,
1166,1.11,Very Good,3,H,SI1,3,11174.73,,,,
1167,0.54,Ideal,5,E,VVS2,6,8057.52,,,,
1168,0.95,Very Good,3,G,VS1,4,10282.65,,,,
1169,0.41,Ideal,5,I,VVS1,7,7417.83,,,,
1170,0.28,Very Good,3,H,VVS1,7,6007.94,,,,
1171,0.34,Premium,4,H,VVS1,7,6670.82,,,,
1172,1.64,Premium,4,G,VS2,5,16699.72,,,,
1173,0.71,Ideal,5,I,IF,8,10395.73,,,,
1174,0.74,Very Good,3,D,VS2,5,8969.92,,,,
1175,0.74,Ideal,5,G,VVS2,6,9740.12,,,,
1176,0.6,Premium,4,H,SI1,3,7042.2,,,,
1177,0.44,Ideal,5,D,VS1,4,6308.22,,,,
1178,0.79,Very Good,3,F,SI1,3,8482.57,,,,
1179,0.58,Ideal,5,I,SI1,3,7032.04,,,,
1180,1,Good,2,E,VVS2,6,11453.2,,,,
1181,0.34,Ideal,5,G,VS1,4,5466.92,,,,
1182,0.31,Premium,4,F,VVS1,7,6418.43,,,,
1183,0.31,Good,2,E,SI1,3,4286.23,,,,
1184,1.81,Very Good,3,I,VS1,4,17517.83,,,,
1185,0.3,Premium,4,G,VS1,4,4972.3,,,,
1186,2.19,Premium,4,J,SI2,2,19964.87,,,,
1187,0.91,Ideal,5,G,SI2,2,9354.33,,,,
1188,0.37,Ideal,5,G,VS2,5,6173.31,,,,
1189,1.57,Premium,4,G,VS2,5,16110.81,,,,
1190,1,Premium,4,I,SI2,2,9953.4,,,,
1191,1.09,Ideal,5,H,SI1,3,11322.67,,,,
1192,0.31,Good,2,I,VS1,4,4740.23,,,,
1193,0.5,Very Good,3,D,VS2,5,6950.8,,,,
1194,0.41,Premium,4,E,VS1,4,5897.73,,,,
1195,1.23,Ideal,5,H,SI1,3,12500.49,,,,
1196,1.09,Premium,4,I,SI1,3,11164.57,,,,
1197,0.4,Ideal,5,I,VS1,4,5971.7,,,,
1198,0.42,Ideal,5,J,VS1,4,6139.96,,,,
1199,1.02,Ideal,5,G,SI1,3,10733.76,,,,
1200,1,Very Good,3,F,SI2,2,9795.3,,,,
1201,0.26,Very Good,3,G,VS2,5,4931.68,,,,
1202,0.23,Good,2,G,VVS1,7,5429.19,,,,
1203,0.46,Premium,4,I,IF,8,8134.38,,,,
1204,0.4,Good,2,E,SI2,2,4589.4,,,,
1205,2.05,Ideal,5,G,SI2,2,18945.15,,,,
1206,0.41,Ideal,5,E,VVS1,7,7417.83,,,,
1207,2.03,Ideal,5,J,VS2,5,20138.89,,,,
1208,2.28,Ideal,5,I,SI2,2,20880.14,,,,
1209,0.72,Very Good,3,F,VVS1,7,9709.66,,,,
1210,1.52,Good,2,I,VS2,5,15373.96,,,,
1211,1.51,Premium,4,F,VS2,5,15606.03,,,,
1212,1.14,Very Good,3,J,SI1,3,11427.12,,,,
1213,0.51,Ideal,5,F,VS1,4,6897.13,,,,
1214,0.3,Ideal,5,I,SI2,2,4222.4,,,,
1215,0.31,Premium,4,G,VS2,5,5510.43,,,,
1216,1.5,Very Good,3,D,SI1,3,14455.8,,,,
1217,0.52,Ideal,5,E,VS2,5,7435.26,,,,
1218,0.7,Fair,1,D,SI1,3,7409.2,,,,
1219,0.3,Ideal,5,E,VVS1,7,6492.4,,,,
1220,0.5,Fair,1,F,SI1,3,5726.6,,,,
1221,1.54,Premium,4,H,VS2,5,15858.42,,,,
1222,1.2,Ideal,5,D,SI1,3,12248.1,,,,
1223,0.79,Very Good,3,E,SI2,2,8028.57,,,,
1224,1.2,Good,2,E,VS2,5,12681.8,,,,
1225,2.01,Premium,4,E,SI1,3,18904.53,,,,
1226,0.72,Very Good,3,H,VS1,4,8347.66,,,,
1227,1.1,Very Good,3,E,SI2,2,10636.6,,,,
1228,0.23,Very Good,3,E,VVS2,6,5133.29,,,,
1229,0.94,Ideal,5,F,I1,1,9152.72,,,,
1230,2.16,Very Good,3,H,SI2,2,19554.38,,,,
1231,0.27,Very Good,3,E,VVS2,6,5469.81,,,,
1232,0.35,Ideal,5,E,SI1,3,5097.05,,,,
1233,0.38,Ideal,5,G,VS1,4,5803.44,,,,
1234,1.21,Very Good,3,F,VS1,4,12470.03,,,,
1235,0.3,Premium,4,E,VVS2,6,5880.3,,,,
1236,0.56,Ideal,5,D,VS2,5,7771.78,,,,
1237,0.3,Good,2,H,SI2,2,3748.1,,,,
1238,1.01,Premium,4,D,SI1,3,10491.53,,,,
1239,0.34,Ideal,5,D,VS2,5,5920.92,,,,
1240,0.32,Premium,4,E,VVS1,7,6502.56,,,,
1241,1.01,Very Good,3,D,SI2,2,9879.43,,,,
1242,0.31,Premium,4,E,SI1,3,4602.43,,,,
1243,0.51,Ideal,5,G,SI1,3,6443.13,,,,
1244,0.36,Premium,4,E,VS1,4,5477.08,,,,
1245,0.5,Premium,4,D,SI1,3,6200.9,,,,
1246,0.21,Premium,4,E,SI2,2,3307.13,,,,
1247,0.9,Very Good,3,H,SI1,3,9408,,,,
1248,1.03,Premium,4,E,SI2,2,10205.79,,,,
1249,0.37,Ideal,5,F,SI1,3,5265.31,,,,
1250,0.5,Premium,4,F,SI1,3,6200.9,,,,
1251,1.01,Very Good,3,G,VS1,4,10787.43,,,,
1252,0.84,Good,2,G,VS2,5,9653.12,,,,
1253,0.76,Very Good,3,G,VS2,5,9138.18,,,,
1254,0.23,Very Good,3,E,VVS1,7,5587.29,,,,
1255,1.03,Premium,4,H,VS2,5,11567.79,,,,
1256,0.9,Good,2,I,VS2,5,10157.9,,,,
1257,0.32,Ideal,5,F,VVS1,7,6660.66,,,,
1258,0.55,Ideal,5,F,VS2,5,7687.65,,,,
1259,1.55,Premium,4,G,SI1,3,15034.55,,,,
1260,0.35,Ideal,5,D,VS2,5,6005.05,,,,
1261,1.51,Very Good,3,G,VS1,4,14993.93,,,,
1262,0.38,Ideal,5,F,VS2,5,6257.44,,,,
1263,0.33,Very Good,3,I,VVS2,6,5974.59,,,,
1264,0.31,Ideal,5,G,IF,8,7030.53,,,,
1265,0.3,Ideal,5,F,VS2,5,5584.4,,,,
1266,1.22,Ideal,5,H,VS1,4,12870.36,,,,
1267,0.4,Premium,4,F,VS1,4,5813.6,,,,
1268,1.51,Very Good,3,J,I1,1,13631.93,,,,
1269,1.01,Good,2,F,SI2,2,9721.33,,,,
1270,0.51,Good,2,E,SI1,3,5968.83,,,,
1271,0.32,Premium,4,F,VVS1,7,6502.56,,,,
1272,1.28,Ideal,5,H,SI2,2,12467.14,,,,
1273,0.33,Ideal,5,D,SI2,2,4474.79,,,,
1274,1.11,Ideal,5,E,VS2,5,12398.93,,,,
1275,2.21,Premium,4,G,SI2,2,20133.13,,,,
1276,0.43,Good,2,F,SI1,3,5295.79,,,,
1277,0.7,Premium,4,G,IF,8,10153.5,,,,
1278,0.25,Very Good,3,F,IF,8,6209.55,,,,
1279,0.5,Good,2,H,VS2,5,6792.7,,,,
1280,0.24,Good,2,F,VS1,4,4151.32,,,,
1281,0.3,Premium,4,E,SI1,3,4518.3,,,,
1282,1.11,Very Good,3,H,SI2,2,10720.73,,,,
1283,1.02,Fair,1,I,SI2,2,9647.36,,,,
1284,0.31,Ideal,5,G,VVS1,7,6576.53,,,,
1285,0.39,Ideal,5,G,VS1,4,5887.57,,,,
1286,0.5,Premium,4,E,VS2,5,7108.9,,,,
1287,0.7,Ideal,5,F,SI1,3,8041.6,,,,
1288,0.32,Very Good,3,G,SI1,3,4528.46,,,,
1289,0.3,Very Good,3,H,VS1,4,4814.2,,,,
1290,0.41,Ideal,5,G,VVS2,6,6963.83,,,,
1291,1.33,Fair,1,G,SI2,2,12255.39,,,,
1292,0.3,Ideal,5,I,VVS1,7,6492.4,,,,
1293,1.51,Premium,4,F,VS2,5,15606.03,,,,
1294,0.38,Ideal,5,F,VVS1,7,7165.44,,,,
1295,0.23,Very Good,3,D,VS2,5,4679.29,,,,
1296,0.74,Ideal,5,G,VS2,5,9286.12,,,,
1297,1.2,Very Good,3,H,SI2,2,11477.9,,,,
1298,1.52,Ideal,5,G,SI1,3,14940.26,,,,
1299,1.01,Ideal,5,G,VS2,5,11557.63,,,,
1300,0.44,Ideal,5,E,VS2,5,6762.22,,,,
1301,1.2,Premium,4,G,SI1,3,12090,,,,
1302,1.3,Good,2,J,SI2,2,12161.1,,,,
1303,0.31,Premium,4,H,SI1,3,4602.43,,,,
1304,1.2,Ideal,5,G,VVS2,6,13610.1,,,,
1305,0.79,Premium,4,D,SI1,3,8640.67,,,,
1306,1.05,Ideal,5,F,VVS1,7,12802.15,,,,
1307,0.7,Premium,4,G,SI2,2,7429.5,,,,
1308,0.3,Very Good,3,J,VS2,5,5268.2,,,,
1309,1.25,Ideal,5,G,VVS2,6,14030.75,,,,
1310,2.07,Very Good,3,J,VS2,5,20159.21,,,,
1311,1.52,Premium,4,F,VS2,5,15690.16,,,,
1312,0.31,Ideal,5,G,VS2,5,5668.53,,,,
1313,0.94,Ideal,5,F,SI2,2,9606.72,,,,
1314,0.27,Very Good,3,E,VS2,5,5015.81,,,,
1315,0.32,Ideal,5,G,IF,8,7114.66,,,,
1316,0.35,Ideal,5,F,VS1,4,5551.05,,,,
1317,1.2,Ideal,5,F,VVS1,7,14064.1,,,,
1318,1.51,Premium,4,E,SI1,3,14698.03,,,,
1319,0.4,Ideal,5,G,VS2,5,6425.7,,,,
1320,0.33,Premium,4,G,VVS2,6,6132.69,,,,
1321,1.51,Very Good,3,I,IF,8,16809.93,,,,
1322,0.72,Premium,4,J,I1,1,7143.76,,,,
1323,0.84,Very Good,3,G,VS2,5,9811.22,,,,
1324,1.06,Very Good,3,F,SI1,3,10754.08,,,,
1325,1.01,Premium,4,F,VS2,5,11399.53,,,,
1326,0.38,Ideal,5,F,VVS2,6,6711.44,,,,
1327,0.72,Ideal,5,H,VS1,4,8663.86,,,,
1328,1.61,Very Good,3,E,SI2,2,14927.23,,,,
1329,1.5,Very Good,3,J,VS1,4,14909.8,,,,
1330,0.78,Good,2,J,SI1,3,8240.34,,,,
1331,0.69,Fair,1,G,SI2,2,6871.07,,,,
1332,0.32,Ideal,5,E,VS2,5,5752.66,,,,
1333,0.51,Ideal,5,H,VVS2,6,7805.13,,,,
1334,0.34,Ideal,5,F,VS1,4,5466.92,,,,
1335,1.49,Very Good,3,F,I1,1,13463.67,,,,
1336,0.5,Premium,4,F,VS1,4,6654.9,,,,
1337,0.9,Good,2,E,SI1,3,9249.9,,,,
1338,2.2,Premium,4,J,VS1,4,20957,,,,
1339,0.51,Premium,4,G,VVS2,6,7647.03,,,,
1340,2.38,Premium,4,H,SI1,3,22017.34,,,,
1341,0.9,Premium,4,D,SI2,2,9112.1,,,,
1342,1.05,Ideal,5,H,SI1,3,10986.15,,,,
1343,0.61,Premium,4,I,VS2,5,8034.33,,,,
1344,0.71,Very Good,3,H,VVS1,7,9625.53,,,,
1345,1.01,Ideal,5,J,SI1,3,10649.63,,,,
1346,0.4,Premium,4,H,VS2,5,6267.6,,,,
1347,0.57,Premium,4,E,SI2,2,6335.81,,,,
1348,1.74,Ideal,5,J,SI1,3,16791.12,,,,
1349,0.37,Very Good,3,D,VS2,5,5857.11,,,,
1350,0.53,Fair,1,E,SI1,3,5978.99,,,,
1351,2.4,Fair,1,J,SI2,2,21257.3,,,,
1352,0.71,Premium,4,E,SI1,3,7967.63,,,,
1353,0.71,Fair,1,D,VS2,5,8401.33,,,,
1354,0.51,Very Good,3,F,VS1,4,6580.93,,,,
1355,0.95,Fair,1,J,SI1,3,9512.45,,,,
1356,0.32,Good,2,F,VS2,5,5278.36,,,,
1357,0.31,Premium,4,J,VS2,5,5510.43,,,,
1358,0.9,Good,2,E,SI1,3,9249.9,,,,
1359,0.51,Ideal,5,G,VVS2,6,7805.13,,,,
1360,1.7,Premium,4,G,VS2,5,17204.5,,,,
1361,0.31,Premium,4,E,VS2,5,5510.43,,,,
1362,0.5,Very Good,3,E,VS2,5,6950.8,,,,
1363,1.55,Very Good,3,D,SI2,2,14422.45,,,,
1364,1.01,Very Good,3,E,SI1,3,10333.43,,,,
1365,1.01,Very Good,3,E,SI1,3,10333.43,,,,
1366,1.18,Ideal,5,I,SI1,3,12079.84,,,,
1367,0.3,Ideal,5,F,VVS1,7,6492.4,,,,
1368,0.76,Very Good,3,H,SI1,3,8230.18,,,,
1369,0.92,Good,2,D,SI1,3,9418.16,,,,
1370,0.72,Fair,1,H,SI2,2,7123.46,,,,
1371,1.5,Very Good,3,D,VS2,5,15363.8,,,,
1372,1.01,Ideal,5,H,SI1,3,10649.63,,,,
1373,1.1,Ideal,5,H,SI1,3,11406.8,,,,
1374,0.34,Very Good,3,F,SI2,2,4242.72,,,,
1375,0.53,Ideal,5,E,SI1,3,6611.39,,,,
1376,1.6,Premium,4,J,SI1,3,15455.2,,,,
1377,0.31,Ideal,5,H,SI1,3,4760.53,,,,
1378,0.31,Ideal,5,E,VS1,4,5214.53,,,,
1379,1.5,Good,2,H,VS2,5,15205.7,,,,
1380,1.02,Good,2,E,SI2,2,9805.46,,,,
1381,1.01,Ideal,5,F,SI1,3,10649.63,,,,
1382,0.4,Ideal,5,F,VVS2,6,6879.7,,,,
1383,0.4,Ideal,5,E,VS2,5,6425.7,,,,
1384,1.12,Premium,4,H,SI1,3,11416.96,,,,
1385,0.31,Premium,4,H,SI1,3,4602.43,,,,
1386,1.52,Premium,4,G,VVS2,6,16144.16,,,,
1387,1.6,Ideal,5,I,SI2,2,15159.3,,,,
1388,2,Premium,4,G,SI1,3,18820.4,,,,
1389,0.58,Ideal,5,E,VS1,4,7486.04,,,,
1390,2.06,Very Good,3,J,SI1,3,19167.08,,,,
1391,0.56,Ideal,5,E,SI1,3,6863.78,,,,
1392,0.51,Very Good,3,I,VS1,4,6580.93,,,,
1393,1.01,Premium,4,H,VS2,5,11399.53,,,,
1394,0.5,Very Good,3,J,VS2,5,6950.8,,,,
1395,1.51,Ideal,5,G,VS1,4,15310.13,,,,
1396,0.8,Premium,4,F,SI2,2,8270.8,,,,
1397,0.52,Premium,4,G,VVS2,6,7731.16,,,,
1398,1.48,Good,2,G,IF,8,16399.44,,,,
1399,0.31,Ideal,5,D,VS2,5,5668.53,,,,
1400,1.01,Ideal,5,D,SI2,2,10195.63,,,,
